City,State,Population,Land_Area,Location_Coordinates,Airports,Wiki_Page,City_Description
Tampa,Florida,"392,890",113.4 sq mi,27°58′12″N 82°28′47″W﻿ ,Tampa International Airport,"https://en.wikipedia.org/wiki/Tampa,_Florida","b""Tampa is a major city in and the county seat of Hillsborough County Florida United States.[12] It is on the west coast of Florida on Tampa Bay near the Gulf of Mexico and is the largest city in the Tampa Bay Area. The bay's port is the largest in the state near downtown's Channel District. Bayshore Boulevard runs along the bay and is east of the historic Hyde Park neighborhood."""
New Orleans,Louisiana,"391,006",169.4 sq mi,30°03′12″N 89°56′04″W﻿ ,,https://en.wikipedia.org/wiki/New_Orleans,b'New Orleans (/rl(i)nz rlinz/[3][4] locally /rlnz/; French: La Nouvelle-Orleans [la nuvlle] (listen)) is a consolidated city-parish located along the Mississippi River in the southeastern region of the U.S. state of Louisiana. With an estimated population of 391006 in 2018[5] it is the most populous city in Louisiana. A major port New Orleans is considered an economic and commercial hub for the broader Gulf Coast region of the United States.'
Wichita,Kansas,"389,255",160.4 sq mi,37°41′27″N 97°20′45″W﻿ ,,"https://en.wikipedia.org/wiki/Wichita,_Kansas",b'Wichita (/wtt/ WITCH-i-taw)[8] is the largest city in the U.S. state of Kansas[9][5] and the county seat of Sedgwick County. As of 2018 the estimated population of the city was 389255.[6] Wichita is the principal city of the Wichita metropolitan area which had an estimated population of 644888 in 2018.[10][11]'
Cleveland,Ohio,"383,793",77.7 sq mi,41°28′43″N 81°40′46″W﻿ ,,https://en.wikipedia.org/wiki/Cleveland,b'Cleveland (/klivlnd/ KLEEV-lnd) is a major city in the U.S. state of Ohio and the county seat of Cuyahoga County.[7] The city proper has a population of 385525 making it the 51st-largest city in the United States[5] and the second-largest city in Ohio.[8][9] Greater Cleveland is ranked as the 32nd-largest metropolitan area in the U.S. with 2055612 people in 2016.[10] The city anchors the ClevelandAkronCanton Combined Statistical Area which had a population of 3515646 in 2010 and is ranked 15th in the United States.'
Bakersfield,California,"383,579",148.8 sq mi,35°19′16″N 119°01′06″W﻿ ,,"https://en.wikipedia.org/wiki/Bakersfield,_California","b""Bakersfield is a city in and the county seat of Kern County California United States. It covers about 151 sq mi (390 km2)[13][14] near the southern end of the San Joaquin Valley and the Central Valley region. Bakersfield's population is around 380000[15] making it the 9th-most populous city in California and the 52nd-most populous city in the nation. The BakersfieldDelano Metropolitan Statistical Area which includes all of Kern County had a 2010 census population of 839631 making it the 62nd-largest metropolitan area in the United States.[16] The more built-up urban area that includes Bakersfield and areas immediately around the city such as East Bakersfield Oildale and Rosedale has a population of over 520000. Bakersfield is a charter city."""
Aurora,Colorado,"374,114",153.5 sq mi,39°41′17″N 104°41′23″W﻿ ,,"https://en.wikipedia.org/wiki/Aurora,_Colorado","b""Aurora (/ror/ /rr/) is a Home Rule Municipality in the U.S. state of Colorado spanning Arapahoe and Adams counties with the extreme southeastern portion of the city extending into Douglas County. Aurora is one of the principal cities of the Denver-Aurora-Lakewood CO Metropolitan Statistical Area (Metro Denver). The city's population was 325078 in the 2010 census[10] which made it the third most populous city in the state of Colorado and the 54th most populous city in the United States."""
Anaheim,California,"352,005",50.0 sq mi,33°51′20″N 117°45′36″W﻿ ,John Wayne International AirportSNA (Major/International),"https://en.wikipedia.org/wiki/Anaheim,_California",b'Anaheim (/nham/) is a city in Orange County California part of the Los Angeles metropolitan area. As of the 2010 United States Census the city had a population of 336265 making it the most populous city in Orange County and the 10th-most populous city in California.[14] Anaheim is the second-largest city in Orange County in terms of land area and is known for being the home of the Disneyland Resort the Anaheim Convention Center and two major sports teams: the Anaheim Ducks ice hockey club and the Los Angeles Angels baseball team.'
Honolulu,Hawaii,"347,397",60.5 sq mi,21°19′27″N 157°50′51″W﻿ ,,https://en.wikipedia.org/wiki/Honolulu,b'Honolulu (/hnlulu/;[6] Hawaiian: [honolulu]) is the capital and largest city of the U.S. state of Hawaii. It is an unincorporated part of and the county seat of the City and County of Honolulu along the southeast coast of the island of Oahu.[a] The city is the main gateway to Hawaii and a major portal into the United States. The city is also a major hub for international business military defense as well as famously being host to a diverse variety of east-west and Pacific culture cuisine and traditions.'
Santa Ana,California,"332,725",27.1 sq mi,33°44′11″N 117°52′59″W﻿ ,John Wayne International AirportSNA (Major/International),"https://en.wikipedia.org/wiki/Santa_Ana,_California","b'Santa Ana /snt n/ (Spanish for ""Saint Anne"") is the county seat and second most populous city in Orange County California in the Los Angeles metropolitan area. The United States Census Bureau estimated its 2011 population at 329427 making Santa Ana the 57th most-populous city in the United States.'"
Riverside,California,"330,063",81.2 sq mi,33°56′17″N 117°23′36″W﻿ ,San Bernardino International AirportSBD (Major/International),"https://en.wikipedia.org/wiki/Riverside,_California",b'Riverside is a city in Riverside County California United States located in the Inland Empire metropolitan area. Riverside is the county seat of the eponymous county and named for its location beside the Santa Ana River.[10] It is the most populous city in the Inland Empire and in Riverside County and is located about 55 miles (89 km) east of downtown Los Angeles. It is also part of the Greater Los Angeles area. Riverside is the 59th most populous city in the United States and 12th most populous city in California. As of the 2010 Census Riverside had a population of 303871.'
Corpus Christi,Texas,"326,554",174.6 sq mi,27°45′15″N 97°10′24″W﻿ ,,"https://en.wikipedia.org/wiki/Corpus_Christi,_Texas","b""The city's population was estimated to be 320434 in 2014 making it the eighth-most populous city in Texas. The Corpus Christi metropolitan area had an estimated population of 442600.[1] It is also the hub of the six-county Corpus Christi-Kingsville-Alice Combined Statistical Area with a 2013 estimated population of 516793. The Port of Corpus Christi is the fifth-largest in the United States. The region is served by the Corpus Christi International Airport."""
Lexington,Kentucky,"323,780",283.6 sq mi,38°02′27″N 84°27′30″W﻿ ,Blue Grass AirportLEX (Regional),"https://en.wikipedia.org/wiki/Lexington,_Kentucky","b'Lexington consolidated with Fayette County and often denoted as Lexington-Fayette is the second-largest city in Kentucky and the 60th-largest city in the United States. By land area Lexington is the 28th largest city in the United States. Known as the ""Horse Capital of the World"" it is the heart of the state\'s Bluegrass region. It has a nonpartisan mayor-council form of government with 12 council districts and three members elected at large with the highest vote-getter designated vice mayor. In the 2018 U.S. Census Estimate the city\'s population was 323780 anchoring a metropolitan area of 516697 people and a combined statistical area of 746330 people.'"
Stockton,California,"311,178",61.7 sq mi,37°58′35″N 121°18′48″W﻿ ,,"https://en.wikipedia.org/wiki/Stockton,_California",b'Stockton is the county seat of San Joaquin County in the Central Valley of the U.S. state of California.[19] Stockton was founded by Captain Charles Maria Weber in 1849 after he acquired Rancho Campo de los Franceses. The city is named after Robert F. Stockton[20] and it was the first community in California to have a name not of Spanish or Native American origin. The city is located on the San Joaquin River in the northern San Joaquin Valley and had an estimated population of 320554 by the California Department of Finance for 2017. Stockton is the 13th largest city in California and the 63rd largest city in the United States. It was named an All-America City in 1999 2004 2015 and again in 2017.'
Henderson,Nevada,"310,390",104.7 sq mi,36°00′35″N 115°02′09″W﻿ ,,"https://en.wikipedia.org/wiki/Henderson,_Nevada","b'The township of Henderson first emerged in the 1940s during World War II with the building of the Basic Magnesium Plant. Henderson quickly became the main supplier of magnesium in the United States which was called the ""miracle metal"" of World War II.[4] The plant supplied the US War Department with magnesium for incendiary munition casings and airplane engines frames and other parts. A quarter of all US wartime magnesium came from the Henderson Plant to strengthen aluminum using 25% of Hoover Dam\'s power to separate the metal from its ore by electrolysis.[5] Mayor Jim Gibson\'s grandfather Fred D. Gibson was one of the original engineers sent to Great Britain to learn the secret of creating the ""miracle metal"" which would help the United States and its allies win the war. The British liaison officer sent to Henderson Major Charles Ball had a street named after him. There was some concern ""Ball St"" would sound improper so the street was named ""Major Avenue"".'"
